status,model,cand_id,subject,b,test_path,maven_status,llm_method_count,human_method_count,method_name_jaccard,aligned_pair_count,cross_name_pair_count,aligned_method_similarity,aligned_fingerprint_similarity,alignment_coverage_human,alignment_coverage_llm,unmatched_human_method_count,unmatched_llm_method_count,parse_error
ok,deepseek-v4-pro,11,"LANG-1408: add toDouble(BigDecimal), toDouble(BigDecimal, double)",08aa21f9217df0a28d48be5be5db03ddf4867140,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,104,104,1.0,104,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,12,Modify the error comment,0abcf0d32b22401e2c8e358317694d2ff044faed,src/test/java/org/apache/commons/lang3/RandomUtilsTest.java,maven_pass,29,29,1.0,29,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,13,LocaleUtils.parseLocale(String) operator precedence bug allows invalid language with numeric country (#1658),0b4a9d95df610bfcc83c375110ac100d08662ba1,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,maven_pass,26,26,1.0,26,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,14,LANG-1352: EnumUtils.getEnumIgnoreCase and isValidEnumIgnoreCase methods added (closes #286),0b70b01a9f1d9664bb5eac737175f58f06979b60,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,32,40,0.8,32,0,1.0,1.0,0.8,1.0,8,0,
ok,deepseek-v4-pro,15,"LANG-922 - Add isOneTrue(booleans...) to BooleanUtils to preserve old behavior of BooleanUtils.xor(booleans...). Added isOneTrue for primitives and wrappers, isOneFalse still missing.",0de9354f505f415c7ad35fe735cebab4900a698a,src/test/java/org/apache/commons/lang3/BooleanUtilsTest.java,maven_pass,80,80,1.0,80,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,16,LANG-1023 WordUtils.wrap: Customizable breakable characters (not just space/whitespace),0fe9685c8a78ba2d780a3ec1e1a323990dc6d218,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,maven_pass,14,14,1.0,14,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,17,LANG-1276: StrBuilder#replaceAll ArrayIndexOutOfBoundsException (closes #200),10325422e5a4735aa87a4d47bdb377e09fe963d2,src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java,maven_pass,91,91,1.0,91,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,18,Using Validate where possible in builder package.,10641f9ae7d1d2f30aec5bc146a8d5b49c22d0a0,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,maven_pass,44,44,1.0,44,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,19,LANG-1100: Avoid memory allocation when using date formating to StringBuffer,10e18ae9b47dfe04573884739823d64825105694,src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,maven_pass,17,17,1.0,17,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,20,Use final.,110ab39cb236fd7e6f517c8dc3b389fa215c0020,src/test/java/org/apache/commons/lang3/function/ObjectsTest.java,maven_pass,4,4,1.0,4,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,21,"NumberUtils.isCreatable(String) should match NumberUtils.createNumber(String), exactly (#1626)",127050d2b54bd6224bc53573228e8774dc7be28b,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,125,125,1.0,125,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,22,[LANG-1452] RecursiveToStringStyle and MultilineRecursiveToStringStyle shouldn't recurse into a java.math.BigDecimal (#1584),1418a770ba436d15693c3bb29a67e501c2008274,src/test/java/org/apache/commons/lang3/builder/RecursiveToStringStyleTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,23,"Instead of throwing a NullPointerException, ArrayUtils.toStringArray(Object[]) should return ""null"" for null elements like ArrayUtils.toStringArray(Object[], String) returns its valueForNullElements.",1521bf3e9f3e2f944fc2331b0ac19c9f5f0fde6d,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,344,344,1.0,344,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,24,Rename new method,152b1777fddc5127e77f9b14637d6abae18eaf05,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,maven_pass,14,14,1.0,14,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,25,Use Java 8 API to manage thread local,155abe805b80bbb8276b75a8c4faffd2578bb68a,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,maven_pass,46,46,1.0,46,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,26,LANG-701 - Added new joinWith method to support varargs,155cec1085f9bd5383241e4c93fb40117081aaba,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,128,128,1.0,128,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,27,Adding a createStarted() method per request in LANG-1138,17a6d163c62d7bbfc9e19c11e0d52ae06b5160b1,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,maven_pass,9,9,1.0,9,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,28,WordUtils.wrap() zero-width wrapOn regex match causes infinite loop. (#1649),184c9e83211a0552698a934d45d3ebca2c789881,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,maven_pass,17,17,1.0,17,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,29,incorporated feedback from Peter,1974c83561d09cf73a575f992fbd8416e3354d20,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,maven_pass,27,27,1.0,27,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,30,LANG-1225: Add RandomStringUtils#randomGraph and #randomPrint which match corresponding regular expression class,1a002c67f2d3c198411a62165e53b31d6b414aa3,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,maven_pass,11,11,1.0,11,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,31,LANG-1310: MethodUtils.invokeMethod throws ArrayStoreException if using varargs arguments and smaller types than the method defines (closes #256),1a20867d01ef8ee5b32b0620125b7c38a10b80c5,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,29,29,1.0,29,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,32,[LANG-1784] Add Functions methods for null-safe mapping and chaining #1435,1a3a12dc7388a177c4ae64f5e3c96a7d462c003d,src/test/java/org/apache/commons/lang3/function/FunctionsTest.java,maven_pass,5,5,1.0,5,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,33,Applying the copy of the HashCodeBuilder code to stop cyclic references over to EqualsBuilder per LANG-606 and Oliver Sauder's patch,1a60c21395fe7648188d1c91f62ac7baefa12742,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,34,"Add allNull() and anyNull() methods to ObjectUtils, as well as their associated tests. (#522)",1a77a547dd72e82a8967e462406436a1c2e341a2,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,maven_pass,50,50,1.0,50,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,35,"LANG-1118 Fix StringUtils.repeat(char, int) dealing with negative repeat value",1b9d938d66a172b200fd90d4a61707852bdb4b8f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,125,125,1.0,125,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,36,LANG-1778 fix by reversing order (#1414),1e455838963a99f7e76e334850c00293262f9573,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,44,44,1.0,44,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,37,[LANG-586] Clear ThreadLocal for HashCodeBuilder as well,1f35e7c99b66b8d46c4ad96558e694a10aa38062,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,38,LANG-1261: ArrayUtils#contains and ArrayUtils#indexOf should compare objects with different types,1f56bd103d53c8c6ba7502c6586c26be01bfdb80,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,256,256,1.0,256,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,39,implement lastIndexOf,217da1e6aa2b2c9f626ed2efa42e3e3996175571,src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,maven_pass,7,7,1.0,7,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,40,Update documentation related to the issue LANG-696 (#449),23f18044d1cc750ce07a59662f636468e616d4d5,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,62,62,1.0,62,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,41,Adding Vincent Ricard's patch to CharRange.java providing an iterator that lets you walk the chars in the range. LANG-454,23f508095004cc7215cdd6fc4b15e8d6192f8d1d,src/test/java/org/apache/commons/lang3/CharRangeTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,43,LANG-1185 Add some tests for StringUtils replaceAll and replaceFirst methods,242b815437b9a988c2ce9e980295ca8a9e302e7a,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,136,136,1.0,136,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,44,Use final.,24957f9934cee310debd2005bdbd78e21e857e7e,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,113,113,1.0,113,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,45,refactored to Generics and added isArrayIndexValid,2521d9619fe1f052ced8ea1107851ac98a1b7488,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,309,309,1.0,309,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,46,"Rewriting OctalUnescaper as a hand rolled parser (all of 4 characters), instead of trying to handle the conversion via repeated attempts to convert the numbers. This fixes bugs, see LANG-929, and also changes the behaviour for 'illegal' octals such as \999. Instead of throwing NumberFormatException, it will now ignore them. This seems the better behaviour.",2550d4cfa283603a23283c5495bfab75deff02dc,src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java,maven_pass,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,47,"Fix checkstyle violations (tabs, missing spaces after commas, missing javadocs)",26bc45fdeeeda2bee38cc2a08ce99e41fd48e0d6,src/test/java/org/apache/commons/lang3/FunctionsTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,49,ClassUtils.toCleanName(String) resolves malformed array suffixes instead (#1670),28f46460d63b4c7806a2b9cce382b2b79ba6fd50,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,73,73,1.0,73,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,51,removed ArrayUtils.get,2cad60b6c25c87a6a59d3d315ec7d72c552fbc58,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,308,308,1.0,308,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,52,Added Functions.tryWithResources.,2ebc17ba3f244ae44aae46273aeef7e321f9542a,src/test/java/org/apache/commons/lang3/FunctionsTest.java,maven_pass,7,7,1.0,7,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,53,Rename method and fix typo. (#940),2f153733c7dfe33f38438be3fd3269e0c3ab7005,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,maven_pass,11,11,1.0,11,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,54,"Two fixes in RandomStringUtils.random(int, int, int, boolean, boolean, (#1638)",313d877d57abefdbb1ad0c42781bf719b83d5a35,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,maven_pass,32,32,1.0,32,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,55,Add sugar to RandomIUtils,31466db6ecd115aa74616e14a75721b45c0f59f9,src/test/java/org/apache/commons/lang3/RandomUtilsTest.java,maven_pass,27,27,1.0,27,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,56,[LANG-1570] JavaVersion enum constants for Java 14 and 15. (#553),31d7eea1c6205066b91c79f19219a436b26e9060,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,maven_pass,3,3,1.0,3,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,57,LANG-1172: Support dash as a delimiter in locales (#766),35fb9fca83af4ffbaf6f1163a927d8751938fda3,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,maven_pass,18,18,1.0,18,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,58,[LANG-1568] More failable functional interfaces to match JRE functional interfaces.,36111ba5829bdd4249c7418c1aec17c149ef86a3,src/test/java/org/apache/commons/lang3/FunctionsTest.java,maven_pass,104,107,0.972,104,0,1.0,1.0,0.972,1.0,3,0,
ok,deepseek-v4-pro,59,Add DurationUtils.zeroIfNull(Duration).,3a35c53c6c9a3b9a1feedaf39b72e405ecaf9df8,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,maven_pass,5,5,1.0,5,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,60,"LANG-1139: Add null safe methods in StringUtils to replace by regular expression :   - StringUtils.replaceAll(String, String, String)   - StringUtils.replaceFirst(String, String, String)",3acffccf15027bcf87e25a432f085c45e103b0ec,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,130,130,1.0,130,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,61,Fixing Checkstyle problems.,3ce3b27dbd579a918e97e1fb09e9b0153cc71a60,src/test/java/org/apache/commons/lang3/StreamsTest.java,maven_pass,6,6,1.0,6,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,62,Fixing Checkstyle warnings. Closes #532.,3d4ed4a8ac63db1e51601ffc31fed44dccbb276c,src/test/java/org/apache/commons/lang3/LocksTest.java,maven_pass,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,63,[LANG-1823] LocaleUtils.toLocale cannot parse valid JDK Locale string containing '#'  (#1630),3df7f4440e7447bc55e95400ec511323e708c652,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,maven_pass,24,24,1.0,24,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,64,"LANG-1027 don't fail if java version is unknown, lang is too much used to make apps and libs failling cause of an unknown java version.",3fa5334ac08fc7ce1a86d5b34fbcd8cfea85ed23,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,maven_pass,3,3,1.0,3,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,66,Switched capitalize back to using toTitleCase. Added a test for this using the 'Lj' letter. LANG-1142,421db380d060e9f037a8ecbc446c414efaa6923f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,132,132,1.0,132,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,67,"Applying Srihari Reddy's patch from LANG-405, based on Dave Meikle's original patch. This adds a truncateMiddle method to StringUtils.",4240de53b3252e4cf0d45fe55feae4e009565d6b,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,68,Adding toCalendar method per LANG-632,434575ed0a71439b8abe8ef59948bf15847fd9c0,src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,69,LANG-1691: ClassUtils.getShortCanonicalName - using canonicalName rather than class name (#949),45acc1c97094cd68928f634ce4896e4b05ee92ac,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,66,66,1.0,66,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,70,Rename method for next release.,46b15a2ecb05bdc281bc6109bb2db99b566d4a10,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,71,PMD: Implement equals(),49ef6b530c89c5f7181aa3fbdb957155a6802b05,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,maven_pass,46,46,1.0,46,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,72,LANG-1495 Update EnumUtils.java (#475),4a934610e7d911df707a23ad338ab2e4aa14daa4,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,41,43,0.9535,41,0,1.0,1.0,0.9535,1.0,2,0,
ok,deepseek-v4-pro,73,"StringUtils.repeat(String, [String,] int) now throws IllegalArgumentException (#1644)",4c3f1dd00ee7b8800478edb2b50dd687103b5f2a,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,156,156,1.0,156,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,74,"Applying Valentin Rocher's patch from LANG-559, adding isInstanceOf and isAssignableFrom methods.",4f31ae757ce3e2ebee99af485050e4aa3a23f4f4,src/test/java/org/apache/commons/lang3/ValidateTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,75,Extract a map method.,4ff5e2b9f98e5ca9dd105a2d08477e0371ae8832,src/test/java/org/apache/commons/lang3/concurrent/UncheckedFutureTest.java,maven_pass,8,8,1.0,8,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,76,"DateUtils.parseDateWithLeniency(String, Locale, String[], boolean) doesn't reset its time zone (#1660)",526a03a8701f85e422786f0a4d1fadd3f0c249c1,src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,maven_pass,75,75,1.0,75,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,77,fix LANG-1816 (#1589),52c06bea2f2b6c277c517dc9f5bb0d62d17e073c,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,356,356,1.0,356,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,78,[LANG-1141] StrLookup for system properties now sees updated values.,54e63005446a2b0a4255ba16838122c5808ef886,src/test/java/org/apache/commons/lang3/text/StrLookupTest.java,maven_pass,6,6,1.0,6,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,79,LANG-1151: Performance improvements for NumberUtils.isParsable (closes #99),54ff33b2ad26e3969cc59d7f2723563dee3e37dc,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,95,95,1.0,95,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,80,[LANG-1177] Added indexesOf methods and simplified removeAllOccurences (#471),55a2a03aa30836c814b9c2d50d5081a52f01d83c,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,328,328,1.0,328,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,81,"Add DurationUtils.isPositive(Duration) and toDuration(long,TimeUnit).",5689c91cf2a3a27f0a3a8a362857f2cf0919d4f6,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,maven_pass,4,4,1.0,4,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,82,Bugfix/class utils to canonical name length check (#1495),5713c6c42e43977df17a7a6c0d39a8ff4f4540b6,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,70,70,1.0,70,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,85,NumberUtils.createNumber(String): Float shortcut can bypass exact (#1635),5904c573ffacaa5d8836ffc2b346f400c8901ed1,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,126,126,1.0,126,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,86,TimedSemaphore.shutdown() must wake threads blocked in acquire(). (#1639),5914a8e80a547301b76bf8ef691053e4dfc901a7,src/test/java/org/apache/commons/lang3/concurrent/TimedSemaphoreTest.java,maven_pass,18,18,1.0,18,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,87,Add gets the current day of year. (#968),59d201f7be16f724e52023330258f44876e545a2,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,maven_pass,6,6,1.0,6,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,88,"Corrected Javadoc (mentioned in LANG-1058), added examples to unit test.",5aa87b52f1b3f958e1c13ce3b811379ad6f71d9b,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,124,124,1.0,124,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,89,LANG-1447: use isJavaVersionAtLeast in implementation,5b0d49b81393c524727f9195eecbfe7610fc1f6a,src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java,maven_pass,64,64,1.0,64,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,90,Fix Javadoc @since tags,5b6030595205f5f843549f1f12a0e1037bf4a50f,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,maven_pass,60,60,1.0,60,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,91,consistent treatment for negative indices for swap method,5b7608d1549989d92dd159392c19d9ba8ce0e62e,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,254,254,1.0,254,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,92,Fix cloning of array types.,5e9fd18a887eb071a42983a8c6df1ae3062f3a88,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,93,LANG-1195: Enhance MethodUtils to allow invocation of private methods (closes #141),5fef9575646f6583fd2d9ee01368b3deefe6ce82,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,29,29,1.0,29,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,94,[LANG-1774] Improve handling of ClassUtils.getShortCanonicalName for invalid input data (#1437),61c2d8f849315e249ddcd0cf8b868595974fc644,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,66,66,1.0,66,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,95,LANG-1016: NumberUtils#isParsable method(s). Apply Juan PabloSantos Rodríguez patch for handling negative numbers.,6240a05c12914083adbe8c7c53e7e40ef42931dd,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,86,86,1.0,86,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,96,Always return false to contains a null word,633ce604968078151e03363d5c67042af74310e3,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,97,Better method names.,6363fced4b3837afb8a36ed109264b016097d8d8,src/test/java/org/apache/commons/lang3/concurrent/LocksTest.java,maven_pass,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,98,LANG-1055: StrSubstitutor.replaceSystemProperties does not work consistently. This fixes #43 from github. Thanks to Jonathan Baker.,63f1d6b83bc10a2880f5ec17a172fab284d2eff5,src/test/java/org/apache/commons/lang3/text/StrLookupTest.java,maven_pass,5,5,1.0,5,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,99,[LANG-1637] Fix 2 digit week year formatting (#688),63f644daa847e193d9f70791ef2337816f6409a6,src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,maven_pass,23,23,1.0,23,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,100,"Applying Chandrashekar M's patch to LANG-583, adding isNotEmpty(array) methods to ArrayUtils.",643302af8c0e10ed7ee1d9ca3c60fa0f61eaaf08,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,101,[LANG-1754] Use getAllSuperclassesAndInterfaces() in getMatchingMethod(). (#1289),65970408668e105fc880cb8e79e645085df7cd3b,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,44,44,1.0,44,0,1.0,1.0,1.0,1.0,0,0,
