status,model,cand_id,subject,b,test_path,sample_dir,maven_status,llm_added_count,llm_deleted_count,llm_modified_count,human_added_count,human_deleted_count,human_modified_count,llm_delta_count,human_delta_count,aligned_pair_count,delta_method_ast_similarity,delta_added_ast_sim,delta_modified_ast_sim,parse_error
ok,deepseek-v4-pro,18,Using Validate where possible in builder package.,10641f9ae7d1d2f30aec5bc146a8d5b49c22d0a0,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand018_10641f9ae7d1,maven_pass,2,1,0,2,1,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,19,LANG-1100: Avoid memory allocation when using date formating to StringBuffer,10e18ae9b47dfe04573884739823d64825105694,src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand019_10e18ae9b47d,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,20,Use final.,110ab39cb236fd7e6f517c8dc3b389fa215c0020,src/test/java/org/apache/commons/lang3/function/ObjectsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand020_110ab39cb236,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,21,"NumberUtils.isCreatable(String) should match NumberUtils.createNumber(String), exactly (#1626)",127050d2b54bd6224bc53573228e8774dc7be28b,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand021_127050d2b54b,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,22,[LANG-1452] RecursiveToStringStyle and MultilineRecursiveToStringStyle shouldn't recurse into a java.math.BigDecimal (#1584),1418a770ba436d15693c3bb29a67e501c2008274,src/test/java/org/apache/commons/lang3/builder/RecursiveToStringStyleTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand022_1418a770ba43,maven_pass,4,0,0,4,0,0,4,4,4,1.0,1.0,1.0,
ok,deepseek-v4-pro,23,"Instead of throwing a NullPointerException, ArrayUtils.toStringArray(Object[]) should return ""null"" for null elements like ArrayUtils.toStringArray(Object[], String) returns its valueForNullElements.",1521bf3e9f3e2f944fc2331b0ac19c9f5f0fde6d,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand023_1521bf3e9f3e,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,24,Rename new method,152b1777fddc5127e77f9b14637d6abae18eaf05,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand024_152b1777fddc,maven_pass,2,2,0,2,2,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,25,Use Java 8 API to manage thread local,155abe805b80bbb8276b75a8c4faffd2578bb68a,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand025_155abe805b80,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,26,LANG-701 - Added new joinWith method to support varargs,155cec1085f9bd5383241e4c93fb40117081aaba,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand026_155cec1085f9,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,27,Adding a createStarted() method per request in LANG-1138,17a6d163c62d7bbfc9e19c11e0d52ae06b5160b1,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand027_17a6d163c62d,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,28,WordUtils.wrap() zero-width wrapOn regex match causes infinite loop. (#1649),184c9e83211a0552698a934d45d3ebca2c789881,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand028_184c9e83211a,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,29,incorporated feedback from Peter,1974c83561d09cf73a575f992fbd8416e3354d20,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand029_1974c83561d0,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,30,LANG-1225: Add RandomStringUtils#randomGraph and #randomPrint which match corresponding regular expression class,1a002c67f2d3c198411a62165e53b31d6b414aa3,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand030_1a002c67f2d3,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,31,LANG-1310: MethodUtils.invokeMethod throws ArrayStoreException if using varargs arguments and smaller types than the method defines (closes #256),1a20867d01ef8ee5b32b0620125b7c38a10b80c5,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand031_1a20867d01ef,maven_pass,0,0,2,0,0,2,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,32,[LANG-1784] Add Functions methods for null-safe mapping and chaining #1435,1a3a12dc7388a177c4ae64f5e3c96a7d462c003d,src/test/java/org/apache/commons/lang3/function/FunctionsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand032_1a3a12dc7388,maven_pass,3,0,0,3,0,0,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,33,Applying the copy of the HashCodeBuilder code to stop cyclic references over to EqualsBuilder per LANG-606 and Oliver Sauder's patch,1a60c21395fe7648188d1c91f62ac7baefa12742,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand033_1a60c21395fe,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,34,"Add allNull() and anyNull() methods to ObjectUtils, as well as their associated tests. (#522)",1a77a547dd72e82a8967e462406436a1c2e341a2,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand034_1a77a547dd72,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,35,"LANG-1118 Fix StringUtils.repeat(char, int) dealing with negative repeat value",1b9d938d66a172b200fd90d4a61707852bdb4b8f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand035_1b9d938d66a1,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,36,LANG-1778 fix by reversing order (#1414),1e455838963a99f7e76e334850c00293262f9573,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand036_1e455838963a,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,37,[LANG-586] Clear ThreadLocal for HashCodeBuilder as well,1f35e7c99b66b8d46c4ad96558e694a10aa38062,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand037_1f35e7c99b66,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,38,LANG-1261: ArrayUtils#contains and ArrayUtils#indexOf should compare objects with different types,1f56bd103d53c8c6ba7502c6586c26be01bfdb80,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand038_1f56bd103d53,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,39,implement lastIndexOf,217da1e6aa2b2c9f626ed2efa42e3e3996175571,src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand039_217da1e6aa2b,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,40,Update documentation related to the issue LANG-696 (#449),23f18044d1cc750ce07a59662f636468e616d4d5,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand040_23f18044d1cc,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,41,Adding Vincent Ricard's patch to CharRange.java providing an iterator that lets you walk the chars in the range. LANG-454,23f508095004cc7215cdd6fc4b15e8d6192f8d1d,src/test/java/org/apache/commons/lang3/CharRangeTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand041_23f508095004,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,43,LANG-1185 Add some tests for StringUtils replaceAll and replaceFirst methods,242b815437b9a988c2ce9e980295ca8a9e302e7a,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand043_242b815437b9,maven_pass,2,2,0,2,2,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,44,Use final.,24957f9934cee310debd2005bdbd78e21e857e7e,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand044_24957f9934ce,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,45,refactored to Generics and added isArrayIndexValid,2521d9619fe1f052ced8ea1107851ac98a1b7488,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand045_2521d9619fe1,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,46,"Rewriting OctalUnescaper as a hand rolled parser (all of 4 characters), instead of trying to handle the conversion via repeated attempts to convert the numbers. This fixes bugs, see LANG-929, and also changes the behaviour for 'illegal' octals such as \999. Instead of throwing NumberFormatException, it will now ignore them. This seems the better behaviour.",2550d4cfa283603a23283c5495bfab75deff02dc,src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand046_2550d4cfa283,maven_pass,0,1,1,0,1,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,47,"Fix checkstyle violations (tabs, missing spaces after commas, missing javadocs)",26bc45fdeeeda2bee38cc2a08ce99e41fd48e0d6,src/test/java/org/apache/commons/lang3/FunctionsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand047_26bc45fdeeed,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,49,ClassUtils.toCleanName(String) resolves malformed array suffixes instead (#1670),28f46460d63b4c7806a2b9cce382b2b79ba6fd50,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand049_28f46460d63b,maven_pass,3,0,0,3,0,0,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,51,removed ArrayUtils.get,2cad60b6c25c87a6a59d3d315ec7d72c552fbc58,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand051_2cad60b6c25c,maven_pass,0,1,0,0,1,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,52,Added Functions.tryWithResources.,2ebc17ba3f244ae44aae46273aeef7e321f9542a,src/test/java/org/apache/commons/lang3/FunctionsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand052_2ebc17ba3f24,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,53,Rename method and fix typo. (#940),2f153733c7dfe33f38438be3fd3269e0c3ab7005,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand053_2f153733c7df,maven_pass,1,0,1,1,0,1,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,54,"Two fixes in RandomStringUtils.random(int, int, int, boolean, boolean, (#1638)",313d877d57abefdbb1ad0c42781bf719b83d5a35,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand054_313d877d57ab,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,55,Add sugar to RandomIUtils,31466db6ecd115aa74616e14a75721b45c0f59f9,src/test/java/org/apache/commons/lang3/RandomUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand055_31466db6ecd1,maven_pass,4,0,0,4,0,0,4,4,4,1.0,1.0,1.0,
ok,deepseek-v4-pro,56,[LANG-1570] JavaVersion enum constants for Java 14 and 15. (#553),31d7eea1c6205066b91c79f19219a436b26e9060,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand056_31d7eea1c620,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,57,LANG-1172: Support dash as a delimiter in locales (#766),35fb9fca83af4ffbaf6f1163a927d8751938fda3,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand057_35fb9fca83af,maven_pass,0,0,2,0,0,2,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,58,[LANG-1568] More failable functional interfaces to match JRE functional interfaces.,36111ba5829bdd4249c7418c1aec17c149ef86a3,src/test/java/org/apache/commons/lang3/FunctionsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand058_36111ba5829b,maven_pass,0,0,0,3,0,0,0,3,0,0.0,0.0,1.0,
ok,deepseek-v4-pro,59,Add DurationUtils.zeroIfNull(Duration).,3a35c53c6c9a3b9a1feedaf39b72e405ecaf9df8,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand059_3a35c53c6c9a,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,60,"LANG-1139: Add null safe methods in StringUtils to replace by regular expression :   - StringUtils.replaceAll(String, String, String)   - StringUtils.replaceFirst(String, String, String)",3acffccf15027bcf87e25a432f085c45e103b0ec,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand060_3acffccf1502,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,61,Fixing Checkstyle problems.,3ce3b27dbd579a918e97e1fb09e9b0153cc71a60,src/test/java/org/apache/commons/lang3/StreamsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand061_3ce3b27dbd57,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,62,Fixing Checkstyle warnings. Closes #532.,3d4ed4a8ac63db1e51601ffc31fed44dccbb276c,src/test/java/org/apache/commons/lang3/LocksTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand062_3d4ed4a8ac63,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,63,[LANG-1823] LocaleUtils.toLocale cannot parse valid JDK Locale string containing '#'  (#1630),3df7f4440e7447bc55e95400ec511323e708c652,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand063_3df7f4440e74,maven_pass,2,0,1,2,0,1,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,64,"LANG-1027 don't fail if java version is unknown, lang is too much used to make apps and libs failling cause of an unknown java version.",3fa5334ac08fc7ce1a86d5b34fbcd8cfea85ed23,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand064_3fa5334ac08f,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,66,Switched capitalize back to using toTitleCase. Added a test for this using the 'Lj' letter. LANG-1142,421db380d060e9f037a8ecbc446c414efaa6923f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand066_421db380d060,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,67,"Applying Srihari Reddy's patch from LANG-405, based on Dave Meikle's original patch. This adds a truncateMiddle method to StringUtils.",4240de53b3252e4cf0d45fe55feae4e009565d6b,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand067_4240de53b325,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,68,Adding toCalendar method per LANG-632,434575ed0a71439b8abe8ef59948bf15847fd9c0,src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand068_434575ed0a71,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,69,LANG-1691: ClassUtils.getShortCanonicalName - using canonicalName rather than class name (#949),45acc1c97094cd68928f634ce4896e4b05ee92ac,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand069_45acc1c97094,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,70,Rename method for next release.,46b15a2ecb05bdc281bc6109bb2db99b566d4a10,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand070_46b15a2ecb05,maven_pass,0,0,2,0,0,2,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,71,PMD: Implement equals(),49ef6b530c89c5f7181aa3fbdb957155a6802b05,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand071_49ef6b530c89,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,72,LANG-1495 Update EnumUtils.java (#475),4a934610e7d911df707a23ad338ab2e4aa14daa4,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand072_4a934610e7d9,maven_pass,0,0,0,2,0,0,0,2,0,0.0,0.0,1.0,
ok,deepseek-v4-pro,73,"StringUtils.repeat(String, [String,] int) now throws IllegalArgumentException (#1644)",4c3f1dd00ee7b8800478edb2b50dd687103b5f2a,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand073_4c3f1dd00ee7,maven_pass,0,0,2,0,0,2,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,74,"Applying Valentin Rocher's patch from LANG-559, adding isInstanceOf and isAssignableFrom methods.",4f31ae757ce3e2ebee99af485050e4aa3a23f4f4,src/test/java/org/apache/commons/lang3/ValidateTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand074_4f31ae757ce3,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,75,Extract a map method.,4ff5e2b9f98e5ca9dd105a2d08477e0371ae8832,src/test/java/org/apache/commons/lang3/concurrent/UncheckedFutureTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand075_4ff5e2b9f98e,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
